"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source"
"892";162;"U6XARbxj";"A3MYTEE8WSEQ2Z";"passed";"U6XARbxjriJy7huWN3em7Uojo9QLLJdNuYnfXkhaZwNQQKUta9SkhMpiaZzYmftF";"passed";"failed";"US";51;"passed";"x";"";"mturk5_check"
"893";163;"uJbkhCmH";"A2SSTHMYQU3ITB";"passed";"uJbkhCmHx9obimVl353xn4ptTSIK9C03b_OVwwcuOA4AWUSNQX35P9u7SY6c-sQ2";"failed";"failed";"US";139;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"894";164;"UuNi-sEX";"A13FUEPWBCLBUY";"passed";"UuNi-sEXGYrdJhCRM9T-6702I3XDUEUSd66SDzOY2tv7GhYKkJLeS2GfdlkuKPki";"passed";"failed";"US";-17;"failed";"x";"";"mturk5_check"
"895";165;"uY_2ZWpX";"A2WVQU5SGS2FBU";"passed";"uY_2ZWpXCtFkvIjzo0J5McyWEp2iicc9uV3PxXaLjf1JB_5yUdVu5t2UYme9Gc8F";"failed";"failed";"US";135;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"896";166;"v6x-u77c";"A2VY16N1O40VEL";"passed";"v6x-u77cxDWsEMWvKBSXRQgvOAzRMeCfB9QuOqnNLqpLQmla6PTvmeCYfAw3_s08";"passed";"failed";"US";147;"passed";"x";"";"mturk5_check"
"897";167;"vAI7X3v8";"A39YUKRSEHGD1U";"passed";"vAI7X3v8O3GqvNa73GiY-0sm3A81TJIhueWVNEJdPHjfL9Tc8Fzm-67zw5Gk1PsS";"passed";"failed";"US";-13;"failed";"x";"";"mturk5_check"
"898";168;"vFZUQ2R-";"A1710X6OIQP62Q";"passed";"vFZUQ2R-ZjLpyZONNa5JxT68dTE3J5xUEHox4NX_hGTpWeX8vyOhaX0-jXiKaKIl";"passed";"failed";"US";43;"passed";"x";"";"mturk5_check"
"899";169;"VgK6LoaD";"A1ETEW9WH37WDS";"failed";"VgK6LoaDTq--OrBAkDjbXr2jidIaKPZ4Gg9JkZ3n9UwCLFFMeliZ2EFQcXPxEjCF";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"900";170;"VHInEwJC";"A3D9L5CQXK1YJL";"passed";"VHInEwJCBHuW9DP2xfWQgJYYfDbd1aTkgCSXHZO5e0lyLKJ43mXVXu3U8B4OJdo6";"passed";"failed";"US";85;"passed";"x";"";"mturk5_check"
"901";171;"vPz3hgCw";"A28LARVABNF9BX";"passed";"vPz3hgCw6ak8z256rQu6WYshORmmBo43Uu1tGAiehfZVBRfIYOHu1GoTOUkOU9Yz";"passed";"passed";"US";186;"passed";"x";"";"mturk5_check"
"902";172;"VWloNpzl";"ARZV0T1MCI22L";"passed";"VWloNpzlHiCTRpXghyMX3VX7ReR74bTluEQF5lhSFgOSm6TVialup-UUFQN7blF_";"passed";"failed";"US";57;"passed";"x";"";"mturk5_check"
"903";173;"w0pfRpqE";"A1IHFGSOFAE7MK";"passed";"w0pfRpqEXQ0XgGD1DcMdWna6U11uG1PwFEXX-krL7G7zwR2CEiYZGTOLB998hl3-";"passed";"failed";"US";75;"passed";"x";"";"mturk5_check"
"904";174;"w4rSEFA_";"A2VYCM4KFXFK6N";"passed";"w4rSEFA_Ha0FBD2RLss91SSomDo4DGB-V9KwO56nE9f_vzq5YotXKF0reHkbVBve";"passed";"failed";"US";263;"passed";"x";"";"mturk5_check"
"905";175;"wACHqlAQ";"A1SYD7ZZXEXKD6";"failed";"wACHqlAQ7HlwXdP2MOVMtzzN0XXsjcazVkmFCr2iDzdLaorWjJEjQvqSjNaLCXGI";"passed";"failed";"US";34;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"906";176;"weXKZJ0h";"A36MEZ1Y8KLTGY";"passed";"weXKZJ0hvyFNQLSZKDUhWhhRP6v-_LKCOVxli3RRvIPPUWptn2-oBfAaa84awnuu";"passed";"failed";"US";58;"passed";"x";"";"mturk5_check"
"907";177;"WHAjm0yz";"A2ZRXNYIRVSC9V";"passed";"WHAjm0yzyyYYZmK8jfBSR8-QmTcLaFpXN20Zmj5z-UTZN_C6HX5lFeLgTWimPSDk";"passed";"failed";"US";77;"passed";"x";"";"mturk5_check"
"908";178;"Wj-PpdB-";"A49HPQ9P5AHU4";"passed";"Wj-PpdB-Ct5igZusxZuNdA7LRfn7l2tvDg7oOc7q8Se3rKo5-uOZQgtWfe0FJnzO";"passed";"failed";"US";46;"passed";"x";"";"mturk5_check"
"909";179;"wTttASap";"A3S0INU046UTYK";"passed";"wTttASapEiX60IpR0OSb-bJpLfKciOibee9tBDXp67eqx5C2ajgt-j4ohwsgfZg5";"passed";"failed";"US";617;"passed";"x";"";"mturk5_check"
"910";180;"XdOWumdE";"A3ESC1H6BBKF30";"passed";"XdOWumdEzKP9ML7SWZcM2M1EyxHHIgHlnxR58DElZ_tw0CgLHNuw6wDP3sxJM6jR";"passed";"failed";"US";73;"passed";"x";"";"mturk5_check"
"911";181;"XFt9tzao";"A35TWG9VW1MB5S";"passed";"XFt9tzao9Q0iVl5DH-4f1pNDq3PeuBCMPI46Pp1Pf0_Ge9LvOkyvrPF1_Hhoz_0o";"passed";"failed";"US";35;"passed";"x";"";"mturk5_check"
"912";182;"xgPcNH5j";"ADUACF4TW5833";"passed";"xgPcNH5jo53s8LWuHeWoTnYYOZ1W51u8R5n-CaHfXdDX-pEIeepldNW6__GXAHSt";"failed";"failed";"US";68;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk5_check"
"913";183;"XknMqT26";"AFSI4GMXWKC2U";"passed";"XknMqT26CbNh9ECh7NH1YyfMkwSryzqbXC7CT_14uTLHUa92pd8LMcKvFsLKlyEK";"passed";"passed";"US";84;"passed";"x";"";"mturk5_check"
"914";184;"XMUIbSIl";"A29NLSACE2WAP9";"passed";"XMUIbSIlwhUtI7kAcYuUHuXkFw1CxXbuaVLNXcNOWkaTaiXA2e7L3gmpY6H0nxsV";"passed";"passed";"US";47;"passed";"x";"";"mturk5_check"
"915";185;"XVoMiOb1";"A3866W0JYJGPA3";"passed";"XVoMiOb1ZZIpGHkB5DmH02ab3o8hdpDSTIN1qqky86M9T6vUF8-BqNhmg9LIT1gl";"passed";"failed";"US";83;"passed";"x";"";"mturk5_check"
"916";186;"yhVifUyk";"A2L2ZXRHK3SNOP";"passed";"yhVifUykE2cMEemtPvqGftGzeLkYgEDSboNRod958c_YSqsuOSXLeew_ZYDr3ci4";"passed";"failed";"US";82;"passed";"x";"";"mturk5_check"
"917";187;"YM-PjWyX";"AJQGWGESKQT4Y";"failed";"YM-PjWyXbGaC6nTCco-cN-lNCP5viJHEhbcOJ78tQ8-RImdFT_qhAVdndz_O-WWf";"passed";"failed";"US";53;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk5_check"
"918";188;"Yoi7uTwj";"AJP9LVNE93M4E";"passed";"Yoi7uTwjZ3KBpqcXVKT7HUAH2BEEQ4FuTClW3BrOi7XaahrarwVSA87CyxkBNSc2";"passed";"passed";"US";47;"passed";"x";"";"mturk5_check"
"919";189;"YQ76m-Yg";"A311GYY1EASHUG";"passed";"YQ76m-YgAIha2ISmpIH3SWR_INBdcIz9NQHcu3e66HNU-9pqdjugtZCnZHEJYZyU";"passed";"failed";"US";223;"passed";"x";"";"mturk5_check"
"920";190;"YUP1cir-";"A2RB4WF5CDMEL9";"passed";"YUP1cir-SAId22yfnka4ayo8wPTr1jSXIJcYm2g8-JZiB4DkXLqO6KFBZHWZRABT";"passed";"failed";"US";101;"passed";"x";"";"mturk5_check"
"921";191;"ZAI-Ek03";"A39GSVYJXDV1DB";"passed";"ZAI-Ek03ypyips71biyxTa5LW_lRJBNpDd1bemG0_CKP4XzVb_nEZ2BSbu0V7Atu";"passed";"passed";"IN";107;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk5_check"
"922";192;"zAlQim2Q";"A17Q36EOYFCKYQ";"passed";"zAlQim2QHObJP6v7KEqiIPDWaf6cH02UjlsCzyE1GoTyod_CYGDtN5pfr605mb_V";"passed";"passed";"US";339;"passed";"x";"";"mturk5_check"
"923";193;"ZNRMr4o_";"A1R9PH4LOMKZ13";"passed";"ZNRMr4o_k8Pej1GAL2S7kNlY05f9sSvvPH0q6cCUYV1Bun8PmbXt2f57GlyLXRcu";"passed";"failed";"US";88;"passed";"x";"";"mturk5_check"
"924";194;"Zti-_dUP";"A3PGUPNMOU5BPW";"passed";"Zti-_dUPau0aZNHgUra_Etk87CSjyT9Zpd1bdZrUajtYxaChUMPSITjC0aUgMLcG";"passed";"passed";"US";44;"passed";"x";"";"mturk5_check"
"925";1;"_8Z3VqaF";"A302K8B1H9ISJA";"passed";"_8Z3VqaFsryqyEfptr0vhOnsxf5LVCG44MZ3MsdqPwrKl1ztSDbqF9GNFPMPrIJh";"passed";"failed";"US";101;"passed";"x";"";"mturk6_check"
"926";2;"_g6pxFCR";"A1X6Z93V4G0Q8H";"passed";"_g6pxFCRR5FcXXwWkn5BOKtOyffIt8XYMAgNQQexjwg8jykKKKPRQFkLMJM6cXze";"passed";"failed";"US";54;"passed";"x";"";"mturk6_check"
"927";3;"_GL26tHx";"A1L6PGLE7CIS12";"passed";"_GL26tHxXw4c4jiuuFLu2sTbFUQ88ULy37PBbiYuqWaxCO7IM7WlKxhJ4zt7A4W1";"passed";"failed";"US";115;"passed";"x";"";"mturk6_check"
"928";4;"_iV4EQLB";"AH31QLJ57XC8W";"passed";"_iV4EQLBqMnsGWVOCi_PkO0KHZ325Wea2MqhLy60tT1b6rkTYQu0uS-R2FIbseFy";"passed";"passed";"US";66;"passed";"x";"";"mturk6_check"
"929";5;"_nc08qSG";"A1Z5GJ9ZT65RNE";"passed";"_nc08qSGfTm8aWNvVVY2jXP0wrC3WbGI5gmTNGTsYMJoxqmCXEN2SnnYhjS5wqmQ";"passed";"failed";"US";65;"passed";"x";"";"mturk6_check"
"930";6;"_QuUWyPQ";"A1K2TB5L9UCDJ9";"passed";"_QuUWyPQ5dSw3DVMxBANPDekWIlZ8j2Uao5A6CE13svLEQFW0BuzpFpJqmO2VVbF";"passed";"failed";"US";51;"passed";"x";"";"mturk6_check"
"931";7;"-33gF_MJ";"A3ESZWJBD8M1Z";"passed";"-33gF_MJdXaxXvTrtWuJmbKwnJKxotcPOUeVjXjv6b9vMDbLYhdw_PR7MEikh_PG";"passed";"failed";"US";67;"passed";"x";"";"mturk6_check"
"932";8;"-5KwzhsF";"A3R21KIGJQ4A51";"passed";"-5KwzhsFr49JcQQwFxnKyqjv5JjaNurmzTjit9eeamj8vGMqFctUbqdmkHFXnziH";"passed";"failed";"US";100;"passed";"x";"";"mturk6_check"
"933";9;"-A3JNOGu";"AS7ZK30LXDC46";"passed";"-A3JNOGuAoWmx1ACLpKqhWxEQBF-X8hn8OSzyscteUBmU-P4AbB2FZjQngDb8Lzc";"passed";"failed";"US";40;"passed";"x";"";"mturk6_check"
"934";10;"-molvXvC";"A2ZDXFFGSPHGBE";"passed";"-molvXvCNMuXaGQ5xJ994Kh27s2c6aCF0HcAB5eb1uOGHb98umToKqDlcHpx4Uu_";"passed";"failed";"US";75;"passed";"x";"";"mturk6_check"
"935";11;"-OHmz0_B";"A1QVNF19XSRSD7";"passed";"-OHmz0_B1zhbar-Wmi97I91DpiSiSLk96V9kyH3qXm0MNjcWVzPn0haTLcNUb9fd";"passed";"failed";"US";30;"failed";"x";"";"mturk6_check"
"936";12;"-rgFVnTK";"A1AJPTSML2X7B";"passed";"-rgFVnTKd7xjtBhb1vjHRCs0Eqgk6DHqNyHPB6skwmQ7_xF3mBuEtWPN5m0HmJiW";"passed";"passed";"US";76;"passed";"x";"";"mturk6_check"
"937";13;"-XfgfsLA";"AI9U4H73TF3B8";"passed";"-XfgfsLAVARuUAEHySHC8rGcuSgyT7NB6ib3EflQP4XYokBBXV7_WsCKTkqPMccy";"passed";"failed";"US";108;"passed";"x";"";"mturk6_check"
"938";14;"02ztd7o7";"AVBRJBJONL47I";"passed";"02ztd7o7cNFA3HP4eYW9rUskCZme4z8qzL9wv6ELXqaLP5c0Zc3ro8kQFVGo_33c";"passed";"failed";"US";178;"passed";"x";"";"mturk6_check"
"939";15;"0OA5g96t";"A2H5A3QHY8BK3X";"passed";"0OA5g96tE2VkXp5yfbfWVRAe4Y6YVF5wdc1OvEbOm1z7jJ4F02xplr1rOugidz3t";"passed";"failed";"US";70;"passed";"x";"";"mturk6_check"
"940";16;"0Qjurv06";"A2L0XRNU4SG8UA";"passed";"0Qjurv06eb9X6IaCBigrrrCsD985QVgG1n-kAiMCDg6SOuGqsiNS9MJBthkou_32";"passed";"passed";"US";69;"passed";"x";"";"mturk6_check"
"941";17;"1B0ETotw";"A1BEBN58T1E0TH";"passed";"1B0ETotwd7wrKK6L9hiGYMneLPM3beDpuybydAfOXw_uNcSjupiWy9Ydk-peSPFk";"passed";"failed";"US";52;"passed";"x";"";"mturk6_check"
"942";18;"1R-eugR6";"A2610VTW22DU3P";"passed";"1R-eugR6hmO52Fexbf5RqHe63U1VmNr3b1GBkO7t6aCjSg8xFqrIb0zD6zImLN67";"passed";"failed";"US";167;"passed";"x";"";"mturk6_check"
"943";19;"27HKn02k";"A2EFO6X8SCDLFL";"passed";"27HKn02ksx1D4v7QcpF4VWGL9zTMJgvHKgpEfCZyez05GBBHPK_VPPdLB406wl-E";"passed";"passed";"US";153;"passed";"x";"";"mturk6_check"
"944";20;"2COThf8k";"A1FW6Y9QP1K4HA";"passed";"2COThf8kAdd2ajMjB-ClnGITyDyj96Xt69gTiCG6I70eWWCFfqylhkKAan8x4fN_";"passed";"passed";"US";49;"passed";"x";"";"mturk6_check"
"945";21;"2qv_zWzE";"A1FQK51ECARQNK";"passed";"2qv_zWzEf0XFzjIBnPql2vo4YjZgAwqMhiTynb-VstX4dLxKgdz2ZvlJo5FZSGhE";"passed";"passed";"US";73;"passed";"x";"";"mturk6_check"
"946";22;"3gPZqiMD";"AKP8JDWC6AXQ9";"passed";"3gPZqiMDZu_3nXKS7JDj2FEdZmVxzGWGWfh9m0nWVN6nglciUDLCuOnCTzUwhZ7a";"passed";"failed";"US";82;"passed";"x";"";"mturk6_check"
"947";23;"3HYgS8JG";"AZZA3J049G7R5";"passed";"3HYgS8JGpdCbKzYngK8sI4B457BbVEK0SvupZF5coDW3X49Oyts2zsDxrgJu-uua";"passed";"failed";"US";45;"passed";"x";"";"mturk6_check"
"948";24;"3L6SZece";"A2WBC2TUEWQ7W9";"passed";"3L6SZecef5EMQW0lBT9ZfTcaGqklnryYuUvDWka4a_n5cDMF4gYValBz4qQv2JY0";"passed";"failed";"US";191;"passed";"x";"";"mturk6_check"
"949";25;"3thJX5-W";"A255YGJ5ID6KJ7";"passed";"3thJX5-W-MUEcq7UR4CBTn_41qB7laV9ma9iJ9CddZCjv0f_Z_WLqH7XZ1djESZg";"passed";"passed";"US";107;"passed";"x";"";"mturk6_check"
"950";26;"4MKyXD41";"A2H1LSCTU7Z0TO";"passed";"4MKyXD415iW_vRtmfgAI86wgHhlV88KXQM0gaizubQ6JiVxFQtkrDRwb3jDInfso";"passed";"passed";"US";75;"passed";"x";"";"mturk6_check"
"951";27;"4SKtSEED";"A3QTXVMA9P3V2F";"passed";"4SKtSEED0eQIcVOdBQPehBopcCJki7XKLkJZtb8JhX9Zq3vPOf-6ld5SnO7DgPQj";"passed";"failed";"US";152;"passed";"x";"";"mturk6_check"
"952";28;"5sgjp5OQ";"A2AG45K4ULNBHF";"passed";"5sgjp5OQQAJ2slCrybUE-ff9pX8iV0FYxg2fU9fVRzrtBmflS5JS3rdIUMc8vpXn";"passed";"failed";"US";160;"passed";"x";"";"mturk6_check"
"953";29;"5SsqFCdj";"A2LTGFMW5PUE01";"passed";"5SsqFCdjFwTWKyx5HUfXG1BT8C2h2NjFbR8wm7DHgiu-iUV9wwW8od1qwJRcehiF";"passed";"passed";"PR";106;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk6_check"
"954";30;"5zew3oHb";"A3FY6THWKRYN9M";"passed";"5zew3oHbfcmNaaqGezmx_lgZYhew5riUL5cEMOJ4D5wKWKSaraKtxqInkljUoqE0";"passed";"failed";"US";66;"passed";"x";"";"mturk6_check"
"955";31;"6EpbfSH7";"A2OLSZ6DD9I239";"passed";"6EpbfSH7__BWzoIHeWr3uIGxZPe492_iBebm61TT6AxY0VIB0t2fmRyuDZ8T1KE3";"passed";"failed";"US";106;"passed";"x";"";"mturk6_check"
"956";32;"6fEV1bIf";"A2LCOTUKCDULAA";"passed";"6fEV1bIfmVVcX4GWeL7lphTslCcx2V2DVGNagiN437aBzNQk0joHTybEpcP5qjtS";"passed";"failed";"AR";113;"passed";"REJECT";"Our algorithms identified this submission as invalid.";"mturk6_check"
"957";33;"72IauhRD";"A3HMDGRGC5JB7E";"passed";"72IauhRD2jeIVbsoyBv4kpgjBNlGi8cR4ncidraFHe8J3rPOexpUm9Impx3w-25E";"passed";"failed";"US";40;"passed";"x";"";"mturk6_check"
"958";34;"7KWCYYFf";"A2BRZKFG6WAVER";"passed";"7KWCYYFfNfjB4aQBH7D2-rosRJHXJ43_kbSMvyr6aUUnDFtudC2S31OsRf_N8SMx";"passed";"failed";"US";79;"passed";"x";"";"mturk6_check"
"959";35;"7THS1Xzf";"A3GX0Q2WJSZFTM";"passed";"7THS1XzfT9HfthvJl5WKRGsCY-pdAAacywPnN885wgCZck0_7MVfRFBvG4NylrBM";"passed";"failed";"US";72;"passed";"x";"";"mturk6_check"
"960";36;"9a_tdDWD";"ADQ5G2XTCJBVY";"passed";"9a_tdDWDjplm7rbfVwNq5ene6cIu8Qy1-phKgr56F9HT-auK0xleunQzLXH0Qzul";"passed";"failed";"US";50;"passed";"x";"";"mturk6_check"
"961";37;"9J-nrwTX";"A1D24G67HQDIXE";"passed";"9J-nrwTXu1JPRzVAo3XtrMyjJWGmTDHue-AOiPU34GZH5Nh5mpYXlvRA3IIPRN-a";"passed";"failed";"US";96;"passed";"x";"";"mturk6_check"
"962";38;"a7qKzpTn";"A4B8KMPWYZNHC";"passed";"a7qKzpTnkEyoF5o4eVLpv8hJo7Asbk5svYePucNdRYs0DA8I8TF5rEpiNgdFEKaM";"passed";"failed";"US";120;"passed";"x";"";"mturk6_check"
"963";39;"AaM4vf64";"A11TREGDHSUSJW";"passed";"AaM4vf64K-dUB-h1mnPDiqq6SMpmqLku71_2Lbc7Ys_rqxgXPvec_zZ8npTaTC--";"passed";"failed";"US";51;"passed";"x";"";"mturk6_check"
"964";40;"ACHNUIDQ";"A2NLAKN6UQK125";"failed";"ACHNUIDQXsAOVGhabZup-tSsG66YYSbIdpEzvtS1rZ1aUCJwlCfxYLx0pwTlJQ6g";"passed";"failed";"US";113;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), 
                                     Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk6_check"
"965";41;"ACkrUhmb";"A2DVJ6OMVVYTC7";"passed";"ACkrUhmb2OXRxIqmn4ao7Mcv4x7O93yMikhPMrOiRMUWhIfOmJ3p8OEWTOLrZuD9";"passed";"failed";"US";67;"passed";"x";"";"mturk6_check"
"966";42;"aHEgrR3C";"A2QO10YM54UL9W";"passed";"aHEgrR3CoKGeshX3MEclWJUPFcpuZoFa11iOqdICY_xvX_twpcHaa__n0fT7Sa9_";"passed";"failed";"US";123;"passed";"x";"";"mturk6_check"
"967";43;"aoU4GDg7";"A28Q62KFTLCFPC";"passed";"aoU4GDg7rlug9HIydtehQihrkduJ8GA-CTf-0vhXQt3X2_vqD9mT23pfDZq_jz-Y";"passed";"failed";"US";84;"passed";"x";"";"mturk6_check"
"968";44;"AX4TCH8g";"A3VF5Y2MXKJPEA";"passed";"AX4TCH8gkzy1fQM3MwVRIdJHu-Vfiy2cTggH6quEWeCP-z0cT352dajdKF9IhXEt";"passed";"failed";"US";68;"passed";"x";"";"mturk6_check"
"969";45;"Axh_gtSC";"A2QITGKAUEPD56";"failed";"Axh_gtSCtRdUjJW_30ZlCbQ5plt6g27z6_3N4zrT34VD6JlqtHsyzr_11YmL9OkC";"failed";"failed";"US";104;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk6_check"
"970";46;"B-SeJyRG";"A3NUYAG56BPYBB";"passed";"B-SeJyRGvFaOuhcKukea72KMjgbrEJEcr1V0E6plw1OchxRVEcBur9zKMbpaj-F3";"passed";"failed";"US";73;"passed";"x";"";"mturk6_check"
"971";47;"bcIqPWoz";"A36338VUSZ21XJ";"passed";"bcIqPWozUhcysjjh9616hBQhAXXADdW-lxWL_arUkrgrC805VpQhgHSo7JHPhc_R";"passed";"passed";"US";79;"passed";"x";"";"mturk6_check"
"972";48;"bHI1Y0UB";"A21XNU0C2NYP0M";"failed";"bHI1Y0UBOV4emDNDB1TmG7I0Ok_ezSu4WDQukga62EYxi9oSuXyTADLTRXkZJs2n";"passed";"failed";"US";60;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), 
                                     Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk6_check"
"973";49;"BhtIuujR";"A1X43U82DZOJ62";"passed";"BhtIuujRJ_DMO7DKhTHPTz77not9jpRDAJNWUe1RQSuRluiN2GEG3FI_RH4WpvZp";"passed";"failed";"US";79;"passed";"x";"";"mturk6_check"
"974";50;"bIsfa8JU";"A29EL77Y1V21Q7";"passed";"bIsfa8JUXRCNKiriKUei0X4GkJre1G5AeC2DXVslSZoT73nBe9i5LIKREAI0A_sd";"passed";"failed";"US";47;"passed";"x";"";"mturk6_check"
"975";51;"BIsj0vDQ";"A2X977GVQ6L90X";"passed";"BIsj0vDQL2Twa48Aau1a-l_npvyjWxbOcSxqgLzDJ8I5iB38yaIxvRhjVELmjx-D";"passed";"failed";"US";87;"passed";"x";"";"mturk6_check"
"976";52;"bNRCcBRS";"A2DOZJ00KFCTMK";"passed";"bNRCcBRSDOqFIKPsFy5411GaIOEV1zMLdzQG0NMJaq61fU-oqdDEtVc1B29diTW_";"passed";"failed";"US";135;"passed";"x";"";"mturk6_check"
"977";53;"BrOJ1rUK";"A11P9G6S06G4ZA";"passed";"BrOJ1rUKYmxTxVlbkxcqhuLK1Y694RzXJSDq1_fykbzoUZhOY8R0RIs6ytq0llwA";"passed";"failed";"US";88;"passed";"x";"";"mturk6_check"
"978";54;"C7yP0mnO";"A37VBAMFEQKJO4";"passed";"C7yP0mnOyGFb0Y2s31DCsOlDfO8tOYjOCollEgWYLv6ABSJGLQwTZr3F19VJ_Bvn";"passed";"failed";"US";60;"passed";"x";"";"mturk6_check"
"979";55;"c9Q4bfkg";"A3OB6REG5CGHK1";"passed";"c9Q4bfkg30w2JCG1aK4a0pi69RtiN4eL13i2HWh6RMzBosuV98O5m-rGSekG8ry6";"passed";"failed";"US";75;"passed";"x";"";"mturk6_check"
"980";56;"CCsal5wS";"A1W8B7P1WVD7TX";"passed";"CCsal5wSSl1VJn2naQgbOFSA8VZ_jT2XxBUbLjaMIsma1P75kICbHSOy3MH4jTZV";"passed";"failed";"US";48;"passed";"x";"";"mturk6_check"
"981";57;"chlCO2Zw";"A3TF0TA67EBKBE";"failed";"chlCO2ZwoIAM3ZZbeEYAzZsgShzXsAS7NQfvVvrcAvFcsCR8Q47k9ibTCnUa2d5M";"passed";"passed";"US";74;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), 
                                     Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk6_check"
"982";58;"CHWVla57";"AZOK0NYBJ9ZCS";"passed";"CHWVla57K121rDNX6ge8qKZNCw91w7XCwWnO9ZFdN6Ql_MNW_ZHlAgcMrCGMkL46";"passed";"passed";"US";152;"passed";"x";"";"mturk6_check"
"983";59;"ctM2SpqZ";"A2O4QLHKZ3A0PM";"passed";"ctM2SpqZtXSQtP-1He6uzkmgTNTrI45bWS913JED-ActmVUcuqlomZXf24uhqbmd";"passed";"passed";"US";44;"passed";"x";"";"mturk6_check"
"984";60;"D4gLxufW";"A1XO4ED2PGME2M";"passed";"D4gLxufWVQs_wnaSENUB7oOyfFmVHWU95QESKhVg3U9zmISOErHkyWXZy7Lbd6jn";"passed";"failed";"US";87;"passed";"x";"";"mturk6_check"
"985";61;"dAucRvmb";"A1YRBNJESHPUNQ";"passed";"dAucRvmbtDLpmeEgTUgjIsaAzA51WrUKbznEM6dya3wXm4cEpNrw8qUrByzw1QNr";"passed";"passed";"US";120;"passed";"x";"";"mturk6_check"
"986";62;"dCU1xLfK";"A241PV6A122I5X";"passed";"dCU1xLfKSOUgRYqbHu4tIZBbHHdiZWNNMQRPlqX2IlBIMEumJXY67PbQdFMYS97_";"passed";"passed";"US";54;"passed";"x";"";"mturk6_check"
"987";63;"dSA9KWMH";"A1LQKMSG4GT8N";"passed";"dSA9KWMHWCIjcxg4zyKVAexrwVgUsVxe4yFa9G1lEdFv5yz_Wr8-0WQnnQe5pS2g";"passed";"failed";"US";71;"passed";"x";"";"mturk6_check"
"988";64;"e_oIdj5L";"A3D6LF86UE4EEV";"failed";"e_oIdj5LVXkWGHkbltLhmI4MbCZXiaADQKteECSu9yolByB1npm9EgGiYAgFxftK";"passed";"passed";"US";52;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), 
                                     Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk6_check"
"989";65;"e520A86Z";"A2HEZCJ1DMZAAX";"passed";"e520A86ZEiuf2YA-U6dOzH3AcwJtm7cK5uVOtnAmqiF-wpgpOuoQ8YuOjoj7mKmo";"passed";"failed";"US";116;"passed";"x";"";"mturk6_check"
"990";66;"EcATxo3g";"A3OUPE9I9IGVB9";"passed";"EcATxo3gTd7ZEHY0LaqqUDG7piKoTGK85ilfGDm--SMG7ZnRR2GJfnw2UDNoT3aZ";"passed";"failed";"US";66;"passed";"x";"";"mturk6_check"
"991";67;"eiodEIU-";"ANXR3UB0Z3SB";"passed";"eiodEIU-SxLR3p004kk1ub5ze-uqfdykZsHoab3LWt3ac_Ica9F6J1P_ei_Ug0Sm";"passed";"failed";"US";105;"passed";"x";"";"mturk6_check"
"992";68;"Ej7WbSjt";"A34930YXVQ8SUT";"passed";"Ej7WbSjtztKvltUwoznKmUZPgY0azAxoO92tQ4d-YB9_MRTTqIdZN_2uQ3I087P-";"passed";"failed";"US";59;"passed";"x";"";"mturk6_check"
"993";69;"eKc-qGll";"AJ204D5LUWTVY";"passed";"eKc-qGllWdWABal_nOcLrysWqN9i5TI3Rzf6_1LUzzoJO1TPEmOeBTINPd-hRyEV";"passed";"failed";"US";82;"passed";"x";"";"mturk6_check"
"994";70;"eo6oVb4f";"A3BWF4LL3X9V22";"passed";"eo6oVb4fwJug2IARzzrisSPhfuplBHnM9NwTcyF0GVev2fpsbsPbFpXLbsOe0pAG";"failed";"failed";"US";53;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk6_check"
